label,0,1,2,3,4,5,6,7,8,9,rank_percentage
Customer Service Operator,Administrative Secretary,Hi Tech Council Workshop on A Hands On Approach to Developing,Systems and Servers Administrator,"Chief Specialist of Monitoring Division, Department of",Tourism Adviser Customer Service Representative,Application Support Specialist,Manager of Sales and Service Office,"Manager,Tumo Stepanakert (The Application Deadline has been exA_PHONENUMBERded. TheJob Description has been modified)",Chief Accountant,Designer,0.786538765614294
Technical Support Engineer,Fr8 Forwarding Coordinator,Product and Tour Manager,.Net C# C++ Software Developer,English Language Courses,English Language Courses,Finance and Administration Director,VAS Ne2rk Operations Engineer,Test Theory Specialist of the TASS Test,Sales Specialist,Procurement Specialist,0.22442418173193485
Program Coordinator,Quality Control Operator,MA in Journalism,Project Manager,Higher Education Financing Specialist,Web Engineer,QA (Quality Assurance) Engineer,Project Assistant,Chief Accountant,Sales Manager,Chemist Technologist,0.430084857428978
International Relations Officer,Accountant,Head of Financial Department,Senior Research and Development Engineer,Android Developer,Competitiveness and Value Chain Specialists,Designer,PHP Developer,Controller,Salesperson Cashier,Contract Specialist,0.859062878827808
Program Manager,Deputy Director for Operations,Inspection Reform Expert,Marketing and PR Manager,QA Engineer,"Senior Software Engineer, Layout Processing Department (YA)",Marketing Manager,Volunteer Registration & Request Process,Construction Project Supervisor,"Local Expert on Public Administration, UN Convention Against",HR Specialist,0.0862805038739261
Marketing Assistant,VAS Ne2rk Operations Engineer,Fr8 Forwarding Coordinator,Finance Director Chief Accountant,Engineer Sales Manager,Armenia Country Director,Economist Engineer,Medical Representative,Technical Writer,Credit Specialist in Administration of Underwriting of Consumer,Section Manager,0.3160807463237232
Program Development & Monitoring Evaluation Manager,Agronomist,Regional Retail Executive,Software Developer (Medical Imaging),Program Support Coordinator,Head of Production,System DB Administrator,Leading Specialist for Methodology and Business Processes,Independent Contractor,National Assistant Finance Officer,Senior Analyst on Mobile Ne2rk Troubleshooting,0.6822326463922416
Finance Manager,Quality Control Operator,Database Administrator,Senior System Administrator,Community Outreach Officers,Amadeus Airticketing Course,Social Pedagogue,Boutique Sales Assistant,Sales Representative,Senior PHP Developer,Graphic Designer,0.26390133347388395
Administrative Assistant,Fr8 Forwarding Coordinator,Native Near Native English Teacher,Manager Assistant,Senior Accountant,Administrative Secretary,HR Director,Market Research Specialist,Chief of Party,Software Developer (Medical Imaging),National Expert on Legislation Regulating Relations in Energy,0.20787434775733937
Program Manager,Store Manager,IT Specialist (Implementation and Support of Large Scale,Software Architect Team Lead,Commercial Representative,Administrative Secretary,iPh1 Application Developer,"Senior Specialist, Client Marketing Group",Medical Representative,Senior CAE Engineer,HTML Web Designer,0.40636694249723293
Designer,Quality Control Operator,HR Director,Senior Loan Credit Provider Monitoring Specialist,Community Development Specialist,Programme Officer,Graphic Designer,Head of Economic Planning and Analysis Unit,Project Manager,QA (Quality Assurance) Engineer,iPh1 Application Developer,0.6202498287039477
Program Coordinator,Assistant in Accounting Department,Financial Assistant,PHP Web Developer,Fr8 Forwarding Coordinator,English Language Courses,English Language Courses,Medical Officer,Case Investigating Specialist,Analyst Financial System Stability and Development Department,Software Architect Team Lead,0.1892162546776999
Key Account Supervisor,Head of Marketing and Sales Department,Fr8 Forwarding Coordinator,Medical Officer,Application Manager,Accountant,Head of Internal Audit,Regulatory Affairs & Medical Manager,Promoter,English Language Courses,Finance Director,0.873293627786855
Information Assistant,Fr8 Forwarding Coordinator,Regional Retail Executive,Advocacy and Transparency Specialist,Market Research Specialist,"Analyst, Investment Banking Department",C C++ Software Developer,Administrative Secretary,Manager Assistant,VAS Ne2rk Operations Engineer,Software Developer (Medical Imaging),0.8219575185790333
Finance Manager,QA (Quality Assurance) Engineer,Regional Retail Executive,Senior System Administrator,Quality Control Operator,Senior Developer in Automated Test Department,Software Engineer,Manager Assistant,Supply Purchasing Manager,Procurement Department Specialist,Legal Adviser,0.9317451114742001
Accountant,Product and Tour Manager,Procurement Specialist,English Language Courses,Assistant Translator Interpreter,HR Administrative Manager,Software Engineer,Analyst Financial System Stability and Development Department,Software Architect Team Lead,Promoter,Chief Accountant,0.9296368523691562
Customer Support Officer,Senior Software Engineer,Shop Cashier in Vanadzor,HR Senior Specialist,Senior IT Support Manager,National Consultant in Planted Forest Management,Designer,Project Manager,Quality Control Operator,System Administrator,Project Assistant,0.5375006588309703
Software Developer,Quality Control Operator,"Senior Software Engineer, User's Interface & Flows Department",MA in Journalism,A_PHONENUMBER A_PHONENUMBER Global Undergraduate Exchange Program in Eurasia &,QA (Quality Assurance) Engineer,HR Director,Country Coordinator,Monitoring and Evaluation Specialist,Teller Operator in Abovyan,Project Manager,0.5719706951984399
Customer Support Officer,Audiovisual Technician,"Leading Specialist, Financial Market Operations Department",Junior Prfessional Associate,Software Quality Assurance Engineer,Finance Manager,Executive Assistant,Sales Representative Armenia,International Relations Manager Accountant,IT Billing Engineer,Project Manager Management Advisory Services,0.26390133347388395
Accountant,Quality Control Operator,QA (Quality Assurance) Engineer,Project Manager,Architect Designer,Chief Accountant,HR Director,Senior Developer(s) Software Engineers,Country Coordinator,Lawyer,IT Security Specialist,0.5947926000105414
HR Manager,Administrative Assistant,Grants Manager,Computer and Information Science (CIS) Program Coordinator,Waiter Waitress,Finance HR Assistant,Ne2rk Administrator Information Technology Specialist,Direct Sales Specialist,QA Manager,Software Engineer User's Interface and Flows Department,Import Manager,0.7469562009170927
Internal Auditor,Senior Research and Development Engineer,Head of Internal Audit,Controller,Salesperson Cashier,Inspection Reform Expert,Head of Marketing and Sales Department,Designer,Senior Financial Advisor,FronA_PHONENUMBERd Developer,Tuberculosis Program Coordinator,0.01475781373530807
Systems Administrator,Office Manager,C# .Net Developer,Head of Marketing Division,Marketing Manager,Junior Prfessional Associate,MSF Midwife,Receptionist,Visualizers Team Leader,Manager,Junior Software Engineer GUI Architect,0.35344963896062825
IT Unit Manager,Sales Representative,WTM Credit Facility Assistant,Trade Finance and Guarantee Department Specialist,Sales Consultant,Chief Accountant,Flash AS3 Developer,Mobile Device Software Engineer,"CAD Engineer, II SG",Credit Officers,Head of Operations & Benefits Group Human Resources Management,0.6313181890054288
Finance Manager Chief Accountant,Executive Assistant,Customer Relationship Analyst Associate,Accountant,Ground Handling MainA_PHONENUMBERance Manager,Assistant Translator Interpreter,Consultant. MSE Finance in Armenia,Administrator of Transfer Systems & Computer Technics Supporter,Regulatory Affairs & Medical Manager,Local Consultant for Rapid Assessment of Child Care Institutions,HR Administrative Manager,0.47678279660570283
IT Unit Manager,Branch Accountant,Procurement Specialist,Gender Policy Programme Officer,"Leading Specialist, Financial Market Operations Department",Project Assistant for Developing the Protected Area System of,PR Officer,Expediter,Finance HR Director,Ne2rk Administrator,Sales Manager,0.7354661887946029
Enterprise Development Specialist,Lawyer,IT Specialist,Loan Promoter,.Net Developer,Chief Executive Officer,Business Finance Specialist,Human Resources Administrator,Market Development Manager,Gyumri Branch Manager,MBA (Master of Business Administration) & BA (Equivalent to,0.8283877088494176
Pharmacy Stock Officer,Fr8 Forwarding Coordinator,Procurement Specialist,IT Specialist,Senior Java Developer,English Language Courses,Head of Marketing and Sales Department,Head of Internal Audit,Chief of Party,PR Officer,Merchandiser,0.3371106308965372
Website and Document Designer,Communications Senior Project Coordinator Expert,Office Administrator,Agronomist,Ne2rk Engineer Release Manager,Market Development Specialist,Administrative Finance Associate,Database Programmer,Software Developer (Medical Imaging),Java Developers,Advertising Manager,0.09550413745849365
Banking Finance Specialist,Human Resources Department Manager,Business Consultant,Strategic Planning and Business Development Officer,Native Near Native English Teacher,Telesales Specialist,Web UI Developer,International Sales Manager,Junior Database Developer,Project Assistant,Assistant to Chief Accountant,0.6617825330733147
Training Coordinator,Civil Society Program Coordinator,System Administrator,Human Resources Specialist,Software Developer,After Sales Engineer,Inventory and Commodity Analyst,Assistant to the Prime Minister of RA in the Sphere of Public,Marketing Business Intelligence Coordinator,Audit Assistant,Lawyer,0.03573499183049597
Office Manager,C# .Net Developer,Head of Marketing Division,Marketing Manager,Visual Merchandiser,Deputy CEO,Software Developer,Junior Prfessional Associate,Web Designer,Driver,Assistant to Director of Sales,0.597322510936594
General Counsel,Junior Prfessional Associate,Inventory and Commodity Analyst,Office Manager,MSF Midwife,Receptionist,Visualizers Team Leader,Manager,Junior Software Engineer GUI Architect,Lawyer,Secretary Administrative Assistant,0.6519264217572339
Internal Auditor,Senior System Administrator,English Language Teacher,MA in Journalism,"Senior Software Engineer, User's Interface & Flows Department",Technical Consultant,Programmer,Exams Assistant,Website Designer,Procurement Manager,Translator Interpreter,0.6505033468613293
Administrative Assistant Translator,Secretary Administrative Assistant,Expert in International Law,Support System Administrator,Senior Software Engineer,Executive Director,Sponsorship Coordinator for Amasia Area Development Program,Senior Accountant,Shirak Airport Security Inspector,Chief Accountant,Chief Cook,0.16539292679070258
Telecom Ne2rk MainA_PHONENUMBERance Engineer,Senior System Administrator,Sales Consultant,Human Resources and Administrative Manager,Lawyer,Business Risk and Control Specialist,Multimedia Marketing Coordinator,HR Director,Card Products Division Clerk,Web Designer Developer,"Leading Specialist, Monitoring and Analysis Group",0.024824750961893217
Social Worker,Quality Control Operator,HR Director,Database Development Team Leader Fraud and Revenue Assurance,Regional Retail Executive,News ConA_PHONENUMBERt Manager,QA (Quality Assurance) Engineer,Web Engineer,QA Engineer,Project Assistant,Advertising Sales Agent,0.508406683181363
The Reagan Fascell Democracy Fellows Program,Lawyer,Assistant Brand Manager,Market Research Specialist,Sales Support Specialist,Secretary Translator,Sales Manager,Native Near Native English Teacher,Learning Coach,Manager Assistant,Construction Projects Coordinator,0.8650187107995573
